deal_id,created_date,closed_date,sales_rep_id,industry,region,product_type,lead_source,deal_stage,deal_amount,sales_cycle_days,outcome,won,created_quarter,closed_quarter,closed_month,segment_key,hist_wr_component,deal_size_bucket,expected_cycle,velocity_score,rep_component,source_component,pipeline_quality_score,segment_key_velocity,expected_cycle_days,deal_velocity_index,rep_efficiency_ratio,lead_source_roi,segment_attractiveness_index,pipeline_decay_rate,industry_complexity,product_complexity,region_complexity,deal_complexity_score
D01301,2023-09-19,2024-01-16,rep_16,Ecommerce,APAC,Core,Referral,Closed,3215,119,Won,1,2023Q3,2024Q1,2024-01,Ecommerce_Core_APAC,20.210526315789473,"(0, 10000]",64.0,16.134453781512605,9.417040358744394,4.552715654952077,50.3,Ecommerce_Core,63.5,0.53,0.5,186.0,3097.0,51.6,17.931602896560435,10,0.0,28.4
D01302,2023-07-19,2023-11-02,rep_16,HealthTech,Europe,Enterprise,Inbound,Qualified,19663,106,Won,1,2023Q3,2023Q4,2023-11,HealthTech_Enterprise_Europe,20.48780487804878,"(10000, 30000]",64.0,18.11320754716981,9.417040358744394,4.603803486529319,52.6,HealthTech_Enterprise,63.0,0.59,0.5,195.0,2708.0,53.9,10.118359441968632,20,4.694411627571434,42.0
D01303,2023-06-17,2023-08-08,rep_16,EdTech,Europe,Enterprise,Outbound,Proposal,17205,52,Lost,0,2023Q2,2023Q3,2023-08,EdTech_Enterprise_Europe,18.876404494382022,"(10000, 30000]",64.0,30.0,9.417040358744394,4.550561797752809,62.8,EdTech_Enterprise,60.0,1.15,0.5,182.0,3558.0,55.1,0.0,20,4.694411627571434,30.9
D01304,2023-11-02,2024-01-25,rep_8,Ecommerce,India,Enterprise,Inbound,Proposal,88616,84,Won,1,2023Q4,2024Q1,2024-01,Ecommerce_Enterprise_India,14.545454545454547,"(60000, 100000]",65.0,23.214285714285715,9.62566844919786,4.603803486529319,52.0,Ecommerce_Enterprise,66.0,0.79,0.484,195.0,2978.0,51.6,17.931602896560435,20,10.0,83.3
D01305,2023-06-02,2023-07-12,rep_3,EdTech,India,Core,Referral,Negotiation,23777,40,Won,1,2023Q2,2023Q3,2023-07,EdTech_Core_India,17.142857142857142,"(10000, 30000]",64.0,30.0,9.444444444444445,4.552715654952077,61.1,EdTech_Core,61.0,1.52,0.496,186.0,3157.0,53.7,0.0,10,10.0,28.9
D01306,2023-11-17,2024-01-11,rep_15,EdTech,Europe,Enterprise,Referral,Proposal,6864,55,Lost,0,2023Q4,2024Q1,2024-01,EdTech_Enterprise_Europe,18.876404494382022,"(0, 10000]",64.0,30.0,8.914285714285715,4.552715654952077,62.3,EdTech_Enterprise,60.0,1.09,0.415,186.0,3558.0,51.6,0.0,20,4.694411627571434,26.7
D01307,2023-05-26,2023-06-22,rep_18,Ecommerce,APAC,Core,Partner,Proposal,4644,27,Lost,0,2023Q2,2023Q2,2023-06,Ecommerce_Core_APAC,20.210526315789473,"(0, 10000]",64.0,30.0,8.172043010752688,4.395161290322581,62.8,Ecommerce_Core,63.5,2.35,0.43,183.0,3097.0,56.1,17.931602896560435,10,0.0,29.0
D01308,2024-03-01,2024-06-08,rep_13,HealthTech,APAC,Enterprise,Inbound,Proposal,76919,99,Won,1,2024Q1,2024Q2,2024-06,HealthTech_Enterprise_APAC,17.073170731707318,"(60000, 100000]",65.0,19.696969696969695,8.820512820512821,4.603803486529319,50.2,HealthTech_Enterprise,63.0,0.64,0.528,195.0,3001.0,51.9,10.118359441968632,20,0.0,60.7
D01309,2023-11-26,2024-01-08,rep_16,FinTech,North America,Core,Outbound,Demo,6657,43,Won,1,2023Q4,2024Q1,2024-01,FinTech_Core_North America,18.974358974358974,"(0, 10000]",64.0,30.0,9.417040358744394,4.550561797752809,62.9,FinTech_Core,66.0,1.53,0.5,182.0,3073.0,51.6,17.086215382317068,10,8.401846675330317,37.4
D01310,2023-02-22,2023-05-06,rep_11,FinTech,India,Pro,Inbound,Proposal,11850,73,Won,1,2023Q1,2023Q2,2023-05,FinTech_Pro_India,18.144329896907216,"(10000, 30000]",64.0,26.301369863013697,9.3,4.603803486529319,58.3,FinTech_Pro,66.0,0.9,0.479,195.0,2652.0,52.4,17.086215382317068,15,10.0,46.1
D01311,2023-09-10,2023-11-07,rep_18,FinTech,Europe,Pro,Outbound,Demo,71903,58,Lost,0,2023Q3,2023Q4,2023-11,FinTech_Pro_Europe,18.18181818181818,"(60000, 100000]",65.0,30.0,8.172043010752688,4.550561797752809,60.9,FinTech_Pro,66.0,1.14,0.43,182.0,2937.0,53.9,17.086215382317068,15,4.694411627571434,65.3
D01312,2023-03-01,2023-06-13,rep_1,FinTech,Europe,Pro,Inbound,Closed,4136,104,Lost,0,2023Q1,2023Q2,2023-06,FinTech_Pro_Europe,18.18181818181818,"(0, 10000]",64.0,18.461538461538463,9.09952606635071,4.603803486529319,50.3,FinTech_Pro,66.0,0.63,0.466,195.0,2937.0,56.1,17.086215382317068,15,4.694411627571434,37.7
D01313,2023-01-22,2023-02-26,rep_13,Ecommerce,North America,Enterprise,Partner,Proposal,10255,35,Lost,0,2023Q1,2023Q1,2023-02,Ecommerce_Enterprise_North America,16.551724137931036,"(10000, 30000]",64.0,30.0,8.820512820512821,4.395161290322581,59.8,Ecommerce_Enterprise,66.0,1.89,0.528,183.0,3119.0,60.2,17.931602896560435,20,8.401846675330317,49.7
D01314,2023-09-10,2023-09-20,rep_7,SaaS,North America,Core,Outbound,Qualified,7710,10,Lost,0,2023Q3,2023Q3,2023-09,SaaS_Core_North America,16.70886075949367,"(0, 10000]",64.0,30.0,8.333333333333334,4.550561797752809,59.6,SaaS_Core,60.0,6.0,0.349,182.0,2840.0,53.3,30.0,10,8.401846675330317,50.7
D01315,2023-10-26,2024-01-03,rep_6,Ecommerce,Europe,Core,Inbound,Closed,9320,69,Won,1,2023Q4,2024Q1,2024-01,Ecommerce_Core_Europe,19.069767441860467,"(0, 10000]",64.0,27.82608695652174,8.557213930348258,4.603803486529319,60.1,Ecommerce_Core,63.5,0.92,0.371,195.0,2979.0,51.6,17.931602896560435,10,4.694411627571434,35.6
D01316,2023-11-18,2024-02-28,rep_6,HealthTech,APAC,Pro,Outbound,Negotiation,69060,102,Lost,0,2023Q4,2024Q1,2024-02,HealthTech_Pro_APAC,20.851063829787236,"(60000, 100000]",65.0,19.11764705882353,8.557213930348258,4.550561797752809,53.1,HealthTech_Pro,63.0,0.62,0.371,182.0,3001.0,52.8,10.118359441968632,15,0.0,52.5
D01317,2023-06-17,2023-07-27,rep_20,SaaS,India,Core,Outbound,Negotiation,7328,40,Won,1,2023Q2,2023Q3,2023-07,SaaS_Core_India,17.5,"(0, 10000]",64.0,30.0,9.391304347826088,4.550561797752809,61.4,SaaS_Core,60.0,1.5,0.5,182.0,3293.0,53.7,30.0,10,10.0,52.2
D01318,2023-02-27,2023-03-11,rep_23,HealthTech,APAC,Pro,Referral,Proposal,46233,12,Won,1,2023Q1,2023Q1,2023-03,HealthTech_Pro_APAC,20.851063829787236,"(30000, 60000]",64.0,30.0,8.91304347826087,4.552715654952077,64.3,HealthTech_Pro,63.0,5.25,0.433,186.0,3001.0,47.9,10.118359441968632,15,0.0,43.2
D01319,2023-01-28,2023-04-27,rep_10,FinTech,Europe,Core,Partner,Qualified,48417,89,Lost,0,2023Q1,2023Q2,2023-04,FinTech_Core_Europe,18.37837837837838,"(30000, 60000]",64.0,21.573033707865168,8.481675392670157,4.395161290322581,52.8,FinTech_Core,66.0,0.74,0.398,183.0,2937.0,59.6,17.086215382317068,10,4.694411627571434,50.7
D01320,2023-04-16,2023-06-25,rep_20,HealthTech,India,Pro,Partner,Negotiation,19795,70,Lost,0,2023Q2,2023Q2,2023-06,HealthTech_Pro_India,17.872340425531913,"(10000, 30000]",64.0,27.428571428571427,9.391304347826088,4.395161290322581,59.1,HealthTech_Pro,63.0,0.9,0.5,183.0,3053.0,56.1,10.118359441968632,15,10.0,42.4
D01321,2024-02-12,2024-05-14,rep_20,FinTech,North America,Pro,Inbound,Qualified,4035,92,Lost,0,2024Q1,2024Q2,2024-05,FinTech_Pro_North America,20.253164556962027,"(0, 10000]",64.0,20.869565217391305,9.391304347826088,4.603803486529319,55.1,FinTech_Pro,66.0,0.72,0.5,195.0,3073.0,54.6,17.086215382317068,15,8.401846675330317,41.3
D01322,2023-06-05,2023-08-07,rep_7,HealthTech,India,Enterprise,Partner,Proposal,6653,63,Won,1,2023Q2,2023Q3,2023-08,HealthTech_Enterprise_India,15.918367346938776,"(0, 10000]",64.0,30.0,8.333333333333334,4.395161290322581,58.6,HealthTech_Enterprise,63.0,1.0,0.349,183.0,3053.0,55.1,10.118359441968632,20,10.0,42.0
D01323,2023-02-08,2023-03-22,rep_5,EdTech,India,Core,Inbound,Proposal,2183,42,Won,1,2023Q1,2023Q1,2023-03,EdTech_Core_India,17.142857142857142,"(0, 10000]",64.0,30.0,9.154228855721394,4.603803486529319,60.9,EdTech_Core,61.0,1.45,0.447,195.0,3157.0,47.9,0.0,10,10.0,20.1
D01324,2023-11-22,2024-03-03,rep_3,HealthTech,India,Enterprise,Partner,Qualified,2248,102,Lost,0,2023Q4,2024Q1,2024-03,HealthTech_Enterprise_India,15.918367346938776,"(0, 10000]",64.0,18.823529411764707,9.444444444444445,4.395161290322581,48.6,HealthTech_Enterprise,63.0,0.62,0.496,183.0,3053.0,51.3,10.118359441968632,20,10.0,40.2
D01325,2023-05-19,2023-05-28,rep_13,Ecommerce,North America,Core,Referral,Qualified,5929,9,Lost,0,2023Q2,2023Q2,2023-05,Ecommerce_Core_North America,17.97752808988764,"(0, 10000]",64.0,30.0,8.820512820512821,4.552715654952077,61.4,Ecommerce_Core,63.5,7.06,0.528,186.0,3119.0,52.4,17.931602896560435,10,8.401846675330317,37.9
D01326,2023-08-10,2023-12-01,rep_25,EdTech,APAC,Enterprise,Referral,Qualified,3433,113,Lost,0,2023Q3,2023Q4,2023-12,EdTech_Enterprise_APAC,15.064935064935066,"(0, 10000]",64.0,16.991150442477874,9.073170731707318,4.552715654952077,45.7,EdTech_Enterprise,60.0,0.53,0.485,186.0,2518.0,54.8,0.0,20,0.0,20.6
D01327,2023-04-14,2023-08-01,rep_1,FinTech,India,Enterprise,Referral,Negotiation,7498,109,Won,1,2023Q2,2023Q3,2023-08,FinTech_Enterprise_India,20.0,"(0, 10000]",64.0,17.61467889908257,9.09952606635071,4.552715654952077,51.3,FinTech_Enterprise,64.0,0.59,0.466,186.0,2652.0,55.1,17.086215382317068,20,10.0,49.3
D01328,2024-02-10,2024-03-17,rep_12,Ecommerce,India,Enterprise,Outbound,Closed,2387,36,Lost,0,2024Q1,2024Q1,2024-03,Ecommerce_Enterprise_India,14.545454545454547,"(0, 10000]",64.0,30.0,9.666666666666666,4.550561797752809,58.8,Ecommerce_Enterprise,66.0,1.83,0.431,182.0,2978.0,51.3,17.931602896560435,20,10.0,48.1
D01329,2023-07-11,2023-10-10,rep_24,EdTech,India,Core,Referral,Proposal,7949,91,Lost,0,2023Q3,2023Q4,2023-10,EdTech_Core_India,17.142857142857142,"(0, 10000]",64.0,21.098901098901102,8.96551724137931,4.552715654952077,51.8,EdTech_Core,61.0,0.67,0.419,186.0,3157.0,49.4,0.0,10,10.0,22.4
D01330,2023-07-10,2023-09-14,rep_14,EdTech,India,Core,Partner,Closed,84816,66,Lost,0,2023Q3,2023Q3,2023-09,EdTech_Core_India,17.142857142857142,"(60000, 100000]",65.0,29.545454545454547,8.792270531400966,4.395161290322581,59.9,EdTech_Core,61.0,0.92,0.487,183.0,3157.0,53.3,0.0,10,10.0,53.8
D01331,2023-03-12,2023-04-30,rep_2,EdTech,Europe,Enterprise,Partner,Demo,79083,49,Lost,0,2023Q1,2023Q2,2023-04,EdTech_Enterprise_Europe,18.876404494382022,"(60000, 100000]",65.0,30.0,9.230769230769232,4.395161290322581,62.5,EdTech_Enterprise,60.0,1.22,0.498,183.0,3558.0,59.6,0.0,20,4.694411627571434,56.2
D01332,2023-10-04,2023-12-30,rep_3,Ecommerce,North America,Enterprise,Inbound,Negotiation,3306,87,Lost,0,2023Q4,2023Q4,2023-12,Ecommerce_Enterprise_North America,16.551724137931036,"(0, 10000]",64.0,22.06896551724138,9.444444444444445,4.603803486529319,52.7,Ecommerce_Enterprise,66.0,0.76,0.496,195.0,3119.0,54.8,17.931602896560435,20,8.401846675330317,46.9
D01333,2023-09-24,2023-10-14,rep_22,EdTech,India,Core,Partner,Demo,41587,20,Lost,0,2023Q3,2023Q4,2023-10,EdTech_Core_India,17.142857142857142,"(30000, 60000]",64.0,30.0,8.018867924528303,4.395161290322581,59.6,EdTech_Core,61.0,3.05,0.424,183.0,3157.0,49.4,0.0,10,10.0,36.2
D01334,2024-01-10,2024-05-03,rep_8,SaaS,APAC,Enterprise,Referral,Negotiation,88566,114,Lost,0,2024Q1,2024Q2,2024-05,SaaS_Enterprise_APAC,19.753086419753085,"(60000, 100000]",65.0,17.105263157894736,9.62566844919786,4.552715654952077,51.0,SaaS_Enterprise,69.0,0.61,0.484,186.0,3092.0,54.6,30.0,20,0.0,85.3
D01335,2023-12-19,2024-03-31,rep_23,FinTech,North America,Pro,Outbound,Demo,3849,103,Lost,0,2023Q4,2024Q1,2024-03,FinTech_Pro_North America,20.253164556962027,"(0, 10000]",64.0,18.640776699029125,8.91304347826087,4.550561797752809,52.4,FinTech_Pro,66.0,0.64,0.433,182.0,3073.0,51.3,17.086215382317068,15,8.401846675330317,41.2
D01336,2023-02-06,2023-05-12,rep_21,FinTech,Europe,Core,Inbound,Closed,3981,95,Lost,0,2023Q1,2023Q2,2023-05,FinTech_Core_Europe,18.37837837837838,"(0, 10000]",64.0,20.210526315789473,10.192307692307692,4.603803486529319,53.4,FinTech_Core,66.0,0.69,0.558,195.0,2937.0,52.4,17.086215382317068,10,4.694411627571434,32.6
D01337,2023-01-16,2023-03-01,rep_15,FinTech,India,Pro,Referral,Proposal,3521,44,Won,1,2023Q1,2023Q1,2023-03,FinTech_Pro_India,18.144329896907216,"(0, 10000]",64.0,30.0,8.914285714285715,4.552715654952077,61.6,FinTech_Pro,66.0,1.5,0.415,186.0,2652.0,47.9,17.086215382317068,15,10.0,42.7
D01338,2023-01-06,2023-04-12,rep_14,SaaS,India,Enterprise,Inbound,Proposal,4811,96,Lost,0,2023Q1,2023Q2,2023-04,SaaS_Enterprise_India,18.352941176470587,"(0, 10000]",64.0,20.0,8.792270531400966,4.603803486529319,51.7,SaaS_Enterprise,69.0,0.72,0.487,195.0,3293.0,59.6,30.0,20,10.0,61.1
D01339,2023-12-14,2024-02-21,rep_23,Ecommerce,India,Enterprise,Inbound,Proposal,6095,69,Lost,0,2023Q4,2024Q1,2024-02,Ecommerce_Enterprise_India,14.545454545454547,"(0, 10000]",64.0,27.82608695652174,8.91304347826087,4.603803486529319,55.9,Ecommerce_Enterprise,66.0,0.96,0.433,195.0,2978.0,52.8,17.931602896560435,20,10.0,49.6
D01340,2023-08-05,2023-11-08,rep_2,Ecommerce,North America,Pro,Partner,Negotiation,4875,95,Lost,0,2023Q3,2023Q4,2023-11,Ecommerce_Pro_North America,17.4468085106383,"(0, 10000]",64.0,20.210526315789473,9.230769230769232,4.395161290322581,51.3,Ecommerce_Pro,64.0,0.67,0.498,183.0,3119.0,53.9,17.931602896560435,15,8.401846675330317,42.5
D01341,2023-10-06,2023-10-24,rep_24,EdTech,Europe,Enterprise,Referral,Negotiation,19724,18,Won,1,2023Q4,2023Q4,2023-10,EdTech_Enterprise_Europe,18.876404494382022,"(10000, 30000]",64.0,30.0,8.96551724137931,4.552715654952077,62.4,EdTech_Enterprise,60.0,3.33,0.419,186.0,3558.0,49.4,0.0,20,4.694411627571434,31.9
D01342,2023-01-18,2023-03-07,rep_4,FinTech,Europe,Enterprise,Inbound,Negotiation,48384,48,Won,1,2023Q1,2023Q1,2023-03,FinTech_Enterprise_Europe,18.823529411764707,"(30000, 60000]",64.0,30.0,9.16256157635468,4.603803486529319,62.6,FinTech_Enterprise,64.0,1.33,0.471,195.0,2937.0,47.9,17.086215382317068,20,4.694411627571434,60.7
D01343,2023-09-17,2023-11-19,rep_13,SaaS,North America,Pro,Inbound,Closed,56010,63,Won,1,2023Q3,2023Q4,2023-11,SaaS_Pro_North America,17.647058823529413,"(30000, 60000]",64.0,30.0,8.820512820512821,4.603803486529319,61.1,SaaS_Pro,64.0,1.02,0.528,195.0,2840.0,53.9,30.0,15,8.401846675330317,75.4
D01344,2023-12-24,2024-03-06,rep_20,EdTech,India,Core,Outbound,Proposal,5700,73,Lost,0,2023Q4,2024Q1,2024-03,EdTech_Core_India,17.142857142857142,"(0, 10000]",64.0,26.301369863013697,9.391304347826088,4.550561797752809,57.4,EdTech_Core,61.0,0.84,0.5,182.0,3157.0,51.3,0.0,10,10.0,21.5
D01345,2024-03-04,2024-03-20,rep_25,Ecommerce,North America,Pro,Outbound,Demo,12080,16,Won,1,2024Q1,2024Q1,2024-03,Ecommerce_Pro_North America,17.4468085106383,"(10000, 30000]",64.0,30.0,9.073170731707318,4.550561797752809,61.1,Ecommerce_Pro,64.0,4.0,0.485,182.0,3119.0,51.3,17.931602896560435,15,8.401846675330317,45.4
D01346,2023-04-25,2023-06-14,rep_23,FinTech,North America,Core,Outbound,Negotiation,49980,50,Lost,0,2023Q2,2023Q2,2023-06,FinTech_Core_North America,18.974358974358974,"(30000, 60000]",64.0,30.0,8.91304347826087,4.550561797752809,62.4,FinTech_Core,66.0,1.32,0.433,182.0,3073.0,56.1,17.086215382317068,10,8.401846675330317,55.1
D01347,2023-03-09,2023-06-18,rep_12,Ecommerce,North America,Enterprise,Partner,Negotiation,17220,101,Lost,0,2023Q1,2023Q2,2023-06,Ecommerce_Enterprise_North America,16.551724137931036,"(10000, 30000]",64.0,19.00990099009901,9.666666666666666,4.395161290322581,49.6,Ecommerce_Enterprise,66.0,0.65,0.431,183.0,3119.0,56.1,17.931602896560435,20,8.401846675330317,52.5
D01348,2023-11-22,2024-02-06,rep_23,Ecommerce,North America,Core,Inbound,Closed,8549,76,Won,1,2023Q4,2024Q1,2024-02,Ecommerce_Core_North America,17.97752808988764,"(0, 10000]",64.0,25.263157894736842,8.91304347826087,4.603803486529319,56.8,Ecommerce_Core,63.5,0.84,0.433,195.0,3119.0,52.8,17.931602896560435,10,8.401846675330317,39.0
D01349,2023-05-15,2023-09-11,rep_5,FinTech,North America,Core,Inbound,Demo,72602,119,Lost,0,2023Q2,2023Q3,2023-09,FinTech_Core_North America,18.974358974358974,"(60000, 100000]",65.0,16.386554621848738,9.154228855721394,4.603803486529319,49.1,FinTech_Core,66.0,0.55,0.447,195.0,3073.0,53.3,17.086215382317068,10,8.401846675330317,64.3
D01350,2023-10-20,2023-11-19,rep_9,Ecommerce,North America,Enterprise,Outbound,Closed,18811,30,Lost,0,2023Q4,2023Q4,2023-11,Ecommerce_Enterprise_North America,16.551724137931036,"(10000, 30000]",64.0,30.0,8.924731182795698,4.550561797752809,60.0,Ecommerce_Enterprise,66.0,2.2,0.497,182.0,3119.0,53.9,17.931602896560435,20,8.401846675330317,53.2
D01351,2023-10-26,2023-12-24,rep_5,Ecommerce,North America,Pro,Inbound,Proposal,2325,59,Won,1,2023Q4,2023Q4,2023-12,Ecommerce_Pro_North America,17.4468085106383,"(0, 10000]",64.0,30.0,9.154228855721394,4.603803486529319,61.2,Ecommerce_Pro,64.0,1.08,0.447,195.0,3119.0,54.8,17.931602896560435,15,8.401846675330317,41.5
D01352,2023-09-19,2024-01-04,rep_1,EdTech,Europe,Pro,Outbound,Closed,54850,107,Won,1,2023Q3,2024Q1,2024-01,EdTech_Pro_Europe,15.609756097560975,"(30000, 60000]",64.0,17.94392523364486,9.09952606635071,4.550561797752809,47.2,EdTech_Pro,64.0,0.6,0.466,182.0,3558.0,51.6,0.0,15,4.694411627571434,41.3
D01353,2024-03-16,2024-05-23,rep_7,FinTech,Europe,Pro,Inbound,Negotiation,18879,68,Lost,0,2024Q1,2024Q2,2024-05,FinTech_Pro_Europe,18.18181818181818,"(10000, 30000]",64.0,28.235294117647058,8.333333333333334,4.603803486529319,59.4,FinTech_Pro,66.0,0.97,0.349,195.0,2937.0,54.6,17.086215382317068,15,4.694411627571434,43.7
D01354,2023-03-16,2023-06-16,rep_3,SaaS,Europe,Core,Referral,Closed,10382,92,Won,1,2023Q1,2023Q2,2023-06,SaaS_Core_Europe,20.210526315789473,"(10000, 30000]",64.0,20.869565217391305,9.444444444444445,4.552715654952077,55.1,SaaS_Core,60.0,0.65,0.496,186.0,2512.0,56.1,30.0,10,4.694411627571434,48.1
D01355,2024-03-05,2024-05-31,rep_2,EdTech,India,Core,Outbound,Negotiation,3846,87,Won,1,2024Q1,2024Q2,2024-05,EdTech_Core_India,17.142857142857142,"(0, 10000]",64.0,22.06896551724138,9.230769230769232,4.550561797752809,53.0,EdTech_Core,61.0,0.7,0.498,182.0,3157.0,54.6,0.0,10,10.0,20.8
D01356,2023-12-10,2024-03-18,rep_16,SaaS,India,Enterprise,Outbound,Demo,5201,99,Lost,0,2023Q4,2024Q1,2024-03,SaaS_Enterprise_India,18.352941176470587,"(0, 10000]",64.0,19.393939393939394,9.417040358744394,4.550561797752809,51.7,SaaS_Enterprise,69.0,0.7,0.5,182.0,3293.0,51.3,30.0,20,10.0,61.3
D01357,2023-05-04,2023-07-26,rep_14,FinTech,North America,Enterprise,Outbound,Qualified,76720,83,Lost,0,2023Q2,2023Q3,2023-07,FinTech_Enterprise_North America,20.0,"(60000, 100000]",65.0,23.493975903614455,8.792270531400966,4.550561797752809,56.8,FinTech_Enterprise,64.0,0.77,0.487,182.0,3073.0,53.7,17.086215382317068,20,8.401846675330317,76.0
D01358,2024-01-31,2024-04-29,rep_10,SaaS,APAC,Pro,Referral,Proposal,14443,89,Won,1,2024Q1,2024Q2,2024-04,SaaS_Pro_APAC,22.285714285714285,"(10000, 30000]",64.0,21.573033707865168,8.481675392670157,4.552715654952077,56.9,SaaS_Pro,64.0,0.72,0.398,186.0,3092.0,58.2,30.0,15,0.0,50.1
D01359,2023-09-19,2023-11-27,rep_20,SaaS,Europe,Pro,Partner,Closed,93424,69,Won,1,2023Q3,2023Q4,2023-11,SaaS_Pro_Europe,15.675675675675675,"(60000, 100000]",65.0,28.26086956521739,9.391304347826088,4.395161290322581,57.7,SaaS_Pro,64.0,0.93,0.5,183.0,2512.0,53.9,30.0,15,4.694411627571434,87.0
D01360,2023-02-16,2023-05-22,rep_9,EdTech,APAC,Pro,Outbound,Qualified,87763,95,Lost,0,2023Q1,2023Q2,2023-05,EdTech_Pro_APAC,14.285714285714286,"(60000, 100000]",65.0,20.526315789473685,8.924731182795698,4.550561797752809,48.3,EdTech_Pro,64.0,0.67,0.497,182.0,2518.0,52.4,0.0,15,0.0,50.0
D01361,2023-06-10,2023-07-28,rep_11,SaaS,India,Pro,Partner,Demo,11133,48,Lost,0,2023Q2,2023Q3,2023-07,SaaS_Pro_India,20.21978021978022,"(10000, 30000]",64.0,30.0,9.3,4.395161290322581,63.9,SaaS_Pro,64.0,1.33,0.479,183.0,3293.0,53.7,30.0,15,10.0,58.7
D01362,2023-11-03,2024-01-03,rep_7,EdTech,APAC,Core,Referral,Proposal,38255,61,Lost,0,2023Q4,2024Q1,2024-01,EdTech_Core_APAC,20.0,"(30000, 60000]",64.0,30.0,8.333333333333334,4.552715654952077,62.9,EdTech_Core,61.0,1.0,0.349,186.0,2518.0,51.6,0.0,10,0.0,24.8
D01363,2023-10-25,2024-01-06,rep_7,SaaS,APAC,Core,Referral,Demo,58202,73,Won,1,2023Q4,2024Q1,2024-01,SaaS_Core_APAC,14.814814814814813,"(30000, 60000]",64.0,26.301369863013697,8.333333333333334,4.552715654952077,54.0,SaaS_Core,60.0,0.82,0.349,186.0,3092.0,51.6,30.0,10,0.0,62.9
D01364,2023-07-11,2023-08-18,rep_11,HealthTech,APAC,Enterprise,Inbound,Closed,12435,38,Won,1,2023Q3,2023Q3,2023-08,HealthTech_Enterprise_APAC,17.073170731707318,"(10000, 30000]",64.0,30.0,9.3,4.603803486529319,61.0,HealthTech_Enterprise,63.0,1.66,0.479,195.0,3001.0,55.1,10.118359441968632,20,0.0,34.4
D01365,2023-05-10,2023-06-01,rep_9,Ecommerce,India,Enterprise,Partner,Demo,6511,22,Lost,0,2023Q2,2023Q2,2023-06,Ecommerce_Enterprise_India,14.545454545454547,"(0, 10000]",64.0,30.0,8.924731182795698,4.395161290322581,57.9,Ecommerce_Enterprise,66.0,3.0,0.497,183.0,2978.0,56.1,17.931602896560435,20,10.0,49.8
D01366,2023-09-19,2023-12-07,rep_20,FinTech,India,Pro,Referral,Negotiation,76060,79,Won,1,2023Q3,2023Q4,2023-12,FinTech_Pro_India,18.144329896907216,"(60000, 100000]",65.0,24.68354430379747,9.391304347826088,4.552715654952077,56.8,FinTech_Pro,66.0,0.84,0.5,186.0,2652.0,54.8,17.086215382317068,15,10.0,72.3
D01367,2023-06-10,2023-07-02,rep_9,FinTech,APAC,Core,Inbound,Qualified,3006,22,Won,1,2023Q2,2023Q3,2023-07,FinTech_Core_APAC,16.867469879518072,"(0, 10000]",64.0,30.0,8.924731182795698,4.603803486529319,60.4,FinTech_Core,66.0,3.0,0.497,195.0,3115.0,53.7,17.086215382317068,10,0.0,27.5
D01368,2024-01-16,2024-04-19,rep_4,EdTech,APAC,Pro,Referral,Qualified,2327,94,Won,1,2024Q1,2024Q2,2024-04,EdTech_Pro_APAC,14.285714285714286,"(0, 10000]",64.0,20.425531914893618,9.16256157635468,4.552715654952077,48.4,EdTech_Pro,64.0,0.68,0.471,186.0,2518.0,58.2,0.0,15,0.0,15.1
D01369,2023-05-04,2023-06-09,rep_8,HealthTech,North America,Enterprise,Partner,Proposal,54961,36,Won,1,2023Q2,2023Q2,2023-06,HealthTech_Enterprise_North America,18.5,"(30000, 60000]",64.0,30.0,9.62566844919786,4.395161290322581,62.5,HealthTech_Enterprise,63.0,1.75,0.484,183.0,2425.0,56.1,10.118359441968632,20,8.401846675330317,60.1
D01370,2024-01-26,2024-03-01,rep_6,FinTech,APAC,Pro,Inbound,Qualified,91003,35,Won,1,2024Q1,2024Q1,2024-03,FinTech_Pro_APAC,21.538461538461537,"(60000, 100000]",65.0,30.0,8.557213930348258,4.603803486529319,64.7,FinTech_Pro,66.0,1.89,0.371,195.0,3115.0,51.3,17.086215382317068,15,0.0,68.4
D01371,2023-02-18,2023-03-28,rep_6,HealthTech,APAC,Core,Inbound,Demo,80228,38,Lost,0,2023Q1,2023Q1,2023-03,HealthTech_Core_APAC,15.421686746987952,"(60000, 100000]",65.0,30.0,8.557213930348258,4.603803486529319,58.6,HealthTech_Core,65.0,1.71,0.371,195.0,3001.0,47.9,10.118359441968632,10,0.0,52.0
D01372,2023-05-03,2023-08-03,rep_8,FinTech,North America,Pro,Referral,Demo,17825,92,Won,1,2023Q2,2023Q3,2023-08,FinTech_Pro_North America,20.253164556962027,"(10000, 30000]",64.0,20.869565217391305,9.62566844919786,4.552715654952077,55.3,FinTech_Pro,66.0,0.72,0.484,186.0,3073.0,55.1,17.086215382317068,15,8.401846675330317,46.9
D01373,2023-08-15,2023-09-10,rep_25,EdTech,Europe,Enterprise,Referral,Closed,5149,26,Lost,0,2023Q3,2023Q3,2023-09,EdTech_Enterprise_Europe,18.876404494382022,"(0, 10000]",64.0,30.0,9.073170731707318,4.552715654952077,62.5,EdTech_Enterprise,60.0,2.31,0.485,186.0,3558.0,53.3,0.0,20,4.694411627571434,26.0
