deal_id,created_date,closed_date,sales_rep_id,industry,region,product_type,lead_source,deal_stage,deal_amount,sales_cycle_days,outcome
D01394,2023-01-13,2023-03-18,rep_10,EdTech,North America,Enterprise,Inbound,Proposal,65472,64,Won
D01395,2023-08-13,2023-11-25,rep_17,FinTech,Europe,Pro,Partner,Closed,91826,104,Lost
D01396,2023-12-05,2024-03-12,rep_25,HealthTech,North America,Enterprise,Referral,Demo,7919,98,Won
D01397,2023-05-22,2023-07-18,rep_14,SaaS,Europe,Pro,Outbound,Demo,2360,57,Won
D01398,2023-08-07,2023-10-23,rep_9,Ecommerce,North America,Core,Referral,Qualified,3725,77,Lost
D01399,2023-03-26,2023-06-27,rep_24,EdTech,India,Pro,Partner,Closed,18967,93,Lost
D01400,2023-11-20,2024-02-20,rep_20,HealthTech,Europe,Core,Referral,Proposal,97303,92,Won
D01401,2023-09-05,2023-10-16,rep_2,SaaS,APAC,Pro,Inbound,Negotiation,85388,41,Won
D01402,2024-02-26,2024-03-22,rep_23,SaaS,APAC,Pro,Referral,Qualified,3793,25,Lost
D01403,2023-08-03,2023-10-21,rep_22,FinTech,APAC,Core,Referral,Negotiation,41292,79,Won
D01404,2023-07-27,2023-11-15,rep_4,EdTech,Europe,Pro,Referral,Proposal,15752,111,Won
D01405,2023-07-22,2023-10-12,rep_6,EdTech,Europe,Enterprise,Partner,Closed,5523,82,Won
D01406,2023-10-31,2023-12-25,rep_5,SaaS,India,Pro,Inbound,Qualified,30788,55,Lost
D01407,2024-02-11,2024-05-31,rep_2,HealthTech,APAC,Pro,Partner,Demo,8841,110,Lost
D01408,2023-12-08,2024-02-26,rep_19,FinTech,North America,Enterprise,Inbound,Qualified,3353,80,Won
D01409,2024-02-25,2024-03-27,rep_10,SaaS,North America,Enterprise,Partner,Closed,16034,31,Lost
D01410,2023-03-12,2023-03-27,rep_20,HealthTech,APAC,Core,Referral,Negotiation,4129,15,Lost
D01411,2024-03-12,2024-05-01,rep_10,EdTech,India,Pro,Outbound,Closed,15744,50,Lost
D01412,2024-02-11,2024-06-05,rep_23,HealthTech,North America,Core,Inbound,Demo,11449,115,Won
D01413,2023-10-28,2024-02-24,rep_10,EdTech,APAC,Enterprise,Outbound,Qualified,2882,119,Won
D01414,2024-01-03,2024-03-11,rep_10,HealthTech,India,Enterprise,Inbound,Closed,92367,68,Won
D01415,2023-07-06,2023-08-02,rep_13,HealthTech,India,Pro,Referral,Proposal,4826,27,Won
D01416,2024-02-06,2024-05-13,rep_22,EdTech,Europe,Core,Outbound,Negotiation,62848,97,Lost
D01417,2023-05-09,2023-07-08,rep_17,SaaS,India,Pro,Outbound,Demo,4740,60,Won
D01418,2024-01-05,2024-02-04,rep_20,EdTech,APAC,Core,Inbound,Proposal,67281,30,Won
D01419,2023-09-05,2023-12-19,rep_22,SaaS,APAC,Enterprise,Referral,Proposal,6104,105,Lost
D01420,2023-09-28,2023-12-19,rep_15,SaaS,APAC,Enterprise,Referral,Qualified,77008,82,Lost
D01421,2023-01-23,2023-03-07,rep_15,SaaS,Europe,Pro,Outbound,Negotiation,17655,43,Won
D01422,2023-08-19,2023-09-28,rep_9,Ecommerce,APAC,Core,Outbound,Closed,50077,40,Won
D01423,2023-01-21,2023-02-25,rep_2,FinTech,APAC,Enterprise,Referral,Negotiation,5680,35,Lost
D01424,2023-01-09,2023-03-21,rep_16,SaaS,Europe,Enterprise,Partner,Qualified,98675,71,Lost
D01425,2024-02-04,2024-02-25,rep_21,HealthTech,North America,Enterprise,Referral,Closed,5186,21,Lost
D01426,2023-02-10,2023-03-31,rep_6,EdTech,APAC,Pro,Outbound,Proposal,5931,49,Lost
D01427,2023-08-07,2023-09-09,rep_23,SaaS,North America,Core,Outbound,Closed,9599,33,Lost
D01428,2024-03-23,2024-04-14,rep_4,Ecommerce,APAC,Core,Referral,Demo,11924,22,Lost
D01429,2023-09-19,2023-10-11,rep_12,HealthTech,India,Core,Partner,Qualified,12559,22,Lost
D01430,2024-01-07,2024-01-16,rep_11,HealthTech,Europe,Pro,Partner,Demo,7081,9,Lost
D01431,2023-01-16,2023-03-07,rep_6,HealthTech,India,Enterprise,Inbound,Demo,9696,50,Lost
D01432,2024-01-17,2024-02-22,rep_21,EdTech,Europe,Core,Inbound,Proposal,17133,36,Lost
D01433,2023-08-20,2023-09-20,rep_14,FinTech,APAC,Pro,Inbound,Proposal,68829,31,Won
D01434,2023-03-10,2023-07-02,rep_16,Ecommerce,APAC,Core,Inbound,Demo,35269,114,Won
D01435,2024-02-07,2024-05-30,rep_2,FinTech,North America,Pro,Outbound,Proposal,13112,113,Lost
D01436,2023-12-23,2024-02-01,rep_17,EdTech,North America,Pro,Partner,Qualified,12598,40,Lost
D01437,2024-01-14,2024-02-28,rep_5,SaaS,North America,Pro,Inbound,Qualified,2214,45,Won
D01438,2023-02-18,2023-03-30,rep_19,FinTech,Europe,Core,Partner,Demo,43936,40,Lost
D01439,2023-06-09,2023-10-01,rep_10,SaaS,APAC,Core,Referral,Closed,91950,114,Lost
D01440,2024-01-21,2024-02-02,rep_5,FinTech,North America,Enterprise,Inbound,Qualified,9523,12,Won
D01441,2023-02-24,2023-05-03,rep_6,SaaS,Europe,Core,Partner,Proposal,4958,68,Won
D01442,2023-03-28,2023-04-27,rep_16,HealthTech,Europe,Core,Outbound,Qualified,33614,30,Lost
D01443,2023-07-28,2023-08-04,rep_8,FinTech,India,Core,Referral,Closed,17448,7,Lost
D01444,2023-04-09,2023-07-30,rep_19,EdTech,APAC,Core,Inbound,Negotiation,73021,112,Lost
D01445,2023-12-28,2024-02-26,rep_19,HealthTech,APAC,Enterprise,Outbound,Negotiation,6958,60,Won
D01446,2023-10-23,2023-11-22,rep_8,HealthTech,North America,Enterprise,Inbound,Qualified,6753,30,Lost
D01447,2023-12-17,2024-02-12,rep_21,HealthTech,North America,Enterprise,Inbound,Qualified,34760,57,Won
D01448,2023-07-31,2023-08-20,rep_12,EdTech,India,Pro,Partner,Qualified,39265,20,Won
D01449,2023-08-16,2023-11-15,rep_7,HealthTech,India,Pro,Partner,Proposal,10390,91,Won
D01450,2023-08-12,2023-08-25,rep_24,Ecommerce,APAC,Core,Referral,Qualified,5549,13,Won
D01451,2023-02-26,2023-06-25,rep_16,SaaS,North America,Enterprise,Referral,Qualified,12576,119,Won
D01452,2023-06-28,2023-08-12,rep_9,HealthTech,India,Core,Referral,Negotiation,11291,45,Lost
D01453,2023-03-10,2023-03-19,rep_17,HealthTech,North America,Pro,Partner,Closed,7285,9,Lost
D01454,2023-09-25,2023-11-03,rep_1,FinTech,North America,Core,Partner,Negotiation,18785,39,Lost
D01455,2023-05-10,2023-08-28,rep_21,Ecommerce,North America,Core,Inbound,Demo,95289,110,Won
D01456,2023-06-17,2023-09-30,rep_16,HealthTech,Europe,Core,Partner,Qualified,14876,105,Lost
D01457,2024-01-05,2024-04-18,rep_22,SaaS,APAC,Core,Referral,Negotiation,7701,104,Won
D01458,2023-08-30,2023-11-24,rep_16,HealthTech,APAC,Pro,Outbound,Proposal,13320,86,Won
D01459,2023-08-09,2023-10-26,rep_14,FinTech,Europe,Pro,Referral,Demo,2624,78,Won
D01460,2023-10-01,2024-01-10,rep_8,HealthTech,Europe,Pro,Inbound,Demo,77839,101,Won
D01461,2023-01-19,2023-02-27,rep_15,HealthTech,North America,Pro,Outbound,Closed,14703,39,Won
D01462,2023-11-10,2023-12-02,rep_2,Ecommerce,APAC,Enterprise,Outbound,Demo,90371,22,Won
D01463,2023-12-03,2024-03-15,rep_4,FinTech,Europe,Enterprise,Partner,Proposal,16020,103,Lost
D01464,2023-01-01,2023-03-03,rep_1,FinTech,North America,Enterprise,Partner,Demo,92913,61,Lost
D01465,2023-04-09,2023-05-08,rep_7,HealthTech,APAC,Pro,Inbound,Demo,3918,29,Lost
D01466,2023-12-05,2024-02-07,rep_12,EdTech,India,Core,Inbound,Demo,35450,64,Won
D01467,2024-03-02,2024-03-29,rep_6,Ecommerce,North America,Core,Outbound,Closed,2062,27,Lost
D01468,2023-04-19,2023-05-05,rep_9,SaaS,APAC,Pro,Outbound,Demo,50049,16,Won
D01469,2024-02-29,2024-05-22,rep_20,Ecommerce,APAC,Pro,Partner,Demo,11532,83,Lost
D01470,2023-11-07,2023-12-11,rep_25,SaaS,India,Core,Inbound,Negotiation,11215,34,Lost
D01471,2024-02-12,2024-05-17,rep_16,Ecommerce,Europe,Core,Outbound,Closed,2440,95,Won
D01472,2023-10-03,2024-01-30,rep_18,FinTech,Europe,Enterprise,Inbound,Closed,26652,119,Won
D01473,2023-06-23,2023-09-05,rep_6,FinTech,India,Pro,Outbound,Demo,63525,74,Lost
D01474,2023-03-13,2023-06-30,rep_20,Ecommerce,North America,Pro,Inbound,Demo,31715,109,Lost
D01475,2024-01-13,2024-04-26,rep_2,FinTech,North America,Enterprise,Inbound,Qualified,19163,104,Won
D01476,2024-03-17,2024-07-05,rep_3,FinTech,Europe,Pro,Inbound,Closed,41616,110,Lost
D01477,2023-08-13,2023-11-28,rep_1,HealthTech,APAC,Pro,Referral,Closed,27503,107,Lost
D01478,2023-12-11,2024-01-01,rep_6,FinTech,Europe,Enterprise,Referral,Proposal,18577,21,Lost
D01479,2023-05-28,2023-08-05,rep_20,FinTech,APAC,Pro,Referral,Closed,10467,69,Lost
D01480,2023-01-21,2023-04-02,rep_22,EdTech,Europe,Pro,Partner,Qualified,2215,71,Won
D01481,2023-11-22,2024-01-11,rep_13,Ecommerce,North America,Core,Referral,Demo,56055,50,Won
D01482,2023-03-18,2023-07-05,rep_12,EdTech,Europe,Enterprise,Referral,Qualified,68439,109,Won
D01483,2024-01-09,2024-01-21,rep_7,HealthTech,India,Enterprise,Referral,Negotiation,2322,12,Lost
D01484,2023-11-13,2024-01-04,rep_3,FinTech,APAC,Core,Inbound,Demo,2139,52,Lost
D01485,2024-03-19,2024-05-15,rep_9,EdTech,Europe,Enterprise,Referral,Qualified,92848,57,Won
D01486,2023-09-13,2024-01-10,rep_17,FinTech,India,Pro,Outbound,Demo,69556,119,Lost
D01487,2023-03-21,2023-06-22,rep_17,SaaS,APAC,Pro,Partner,Demo,58686,93,Won
D01488,2023-03-23,2023-04-01,rep_14,HealthTech,North America,Pro,Partner,Closed,19747,9,Won
D01489,2023-02-12,2023-04-19,rep_25,EdTech,APAC,Core,Outbound,Proposal,5196,66,Lost
D01490,2023-07-26,2023-11-10,rep_10,HealthTech,North America,Enterprise,Inbound,Demo,64555,107,Won
D01491,2023-08-29,2023-10-23,rep_17,FinTech,Europe,Enterprise,Inbound,Closed,87237,55,Won
D01492,2023-07-08,2023-08-14,rep_24,HealthTech,India,Enterprise,Inbound,Proposal,16499,37,Lost
D01493,2023-12-11,2024-03-15,rep_7,HealthTech,Europe,Pro,Outbound,Demo,19252,95,Won
D01494,2024-02-29,2024-05-13,rep_5,FinTech,North America,Core,Referral,Demo,19614,74,Won
D01495,2023-09-27,2023-12-02,rep_8,SaaS,North America,Enterprise,Outbound,Demo,26334,66,Lost
D01496,2023-09-10,2023-10-14,rep_2,FinTech,North America,Enterprise,Referral,Negotiation,7275,34,Won
D01497,2024-01-24,2024-03-12,rep_24,SaaS,North America,Core,Outbound,Closed,15564,48,Lost
D01498,2023-04-17,2023-08-07,rep_4,SaaS,Europe,Enterprise,Inbound,Negotiation,17602,112,Won
D01499,2023-05-06,2023-08-09,rep_20,FinTech,India,Core,Outbound,Proposal,18433,95,Won
D01500,2023-07-20,2023-09-12,rep_20,FinTech,North America,Enterprise,Partner,Proposal,4832,54,Lost
D01501,2023-02-25,2023-05-12,rep_1,SaaS,Europe,Pro,Outbound,Proposal,14504,76,Won
D01502,2023-03-29,2023-07-18,rep_3,HealthTech,India,Pro,Partner,Demo,98900,111,Lost
D01503,2023-06-22,2023-08-21,rep_18,Ecommerce,North America,Pro,Inbound,Closed,4090,60,Won
D01504,2024-02-03,2024-05-21,rep_17,FinTech,North America,Enterprise,Outbound,Qualified,14479,108,Won
D01505,2023-08-07,2023-11-21,rep_12,Ecommerce,India,Enterprise,Inbound,Demo,27259,106,Lost
D01506,2024-02-23,2024-06-20,rep_24,HealthTech,North America,Core,Outbound,Proposal,5164,118,Lost
D01507,2023-05-11,2023-06-30,rep_19,FinTech,India,Enterprise,Referral,Negotiation,5520,50,Won
D01508,2023-08-06,2023-11-18,rep_10,FinTech,North America,Core,Partner,Proposal,47637,104,Lost
D01509,2023-10-11,2023-10-18,rep_16,SaaS,Europe,Pro,Inbound,Demo,11179,7,Lost
D01510,2023-04-19,2023-05-25,rep_22,EdTech,India,Enterprise,Inbound,Qualified,7034,36,Lost
D01511,2023-11-07,2024-02-27,rep_10,EdTech,Europe,Core,Referral,Qualified,96132,112,Won
D01512,2023-05-11,2023-07-31,rep_25,SaaS,India,Enterprise,Partner,Negotiation,95076,81,Lost
D01513,2024-03-01,2024-05-17,rep_10,HealthTech,APAC,Enterprise,Referral,Closed,6917,77,Lost
D01514,2023-11-23,2024-02-10,rep_25,SaaS,APAC,Enterprise,Outbound,Qualified,17262,79,Won
D01515,2023-03-31,2023-07-29,rep_13,SaaS,North America,Pro,Inbound,Negotiation,3515,120,Won
D01516,2023-10-13,2023-12-19,rep_21,Ecommerce,Europe,Enterprise,Outbound,Qualified,9928,67,Won
D01517,2023-06-08,2023-08-25,rep_11,SaaS,APAC,Enterprise,Outbound,Demo,88156,78,Lost
D01518,2023-09-24,2023-10-18,rep_14,FinTech,Europe,Enterprise,Referral,Proposal,6596,24,Lost
D01519,2023-06-24,2023-07-04,rep_22,HealthTech,India,Enterprise,Partner,Closed,14655,10,Lost
D01520,2023-02-17,2023-06-04,rep_7,FinTech,India,Pro,Inbound,Qualified,14198,107,Lost
D01521,2023-12-11,2024-04-02,rep_11,FinTech,APAC,Core,Partner,Closed,11117,113,Lost
D01522,2023-07-24,2023-10-08,rep_1,HealthTech,India,Core,Inbound,Qualified,13091,76,Won
D01523,2023-01-04,2023-04-06,rep_2,FinTech,India,Enterprise,Outbound,Qualified,17836,92,Lost
D01524,2023-02-08,2023-02-25,rep_13,SaaS,North America,Enterprise,Partner,Qualified,7012,17,Lost
D01525,2023-02-11,2023-03-27,rep_25,HealthTech,Europe,Enterprise,Referral,Negotiation,13265,44,Lost
D01526,2023-11-25,2024-01-23,rep_9,FinTech,India,Pro,Referral,Proposal,2412,59,Lost
D01527,2023-11-03,2023-12-16,rep_25,Ecommerce,Europe,Enterprise,Outbound,Negotiation,2476,43,Won
D01528,2023-06-26,2023-07-05,rep_6,SaaS,North America,Pro,Inbound,Qualified,16062,9,Lost
D01529,2023-07-23,2023-10-05,rep_15,HealthTech,North America,Core,Partner,Demo,4152,74,Lost
D01530,2023-07-03,2023-10-09,rep_18,FinTech,India,Core,Outbound,Negotiation,3659,98,Lost
D01531,2024-03-10,2024-04-07,rep_4,HealthTech,India,Core,Partner,Negotiation,2643,28,Lost
D01532,2023-03-09,2023-05-14,rep_7,Ecommerce,North America,Enterprise,Partner,Demo,6697,66,Lost
D01533,2023-06-07,2023-07-17,rep_5,Ecommerce,APAC,Enterprise,Inbound,Qualified,10763,40,Lost
D01534,2024-02-23,2024-03-13,rep_22,EdTech,North America,Pro,Referral,Demo,8866,19,Won
D01535,2023-10-01,2023-10-21,rep_3,FinTech,Europe,Enterprise,Inbound,Demo,5794,20,Lost
D01536,2024-03-25,2024-06-02,rep_9,SaaS,India,Core,Partner,Demo,6825,69,Lost
D01537,2024-01-12,2024-05-04,rep_25,Ecommerce,Europe,Enterprise,Outbound,Demo,19252,113,Lost
D01538,2024-03-24,2024-04-14,rep_11,HealthTech,India,Enterprise,Inbound,Qualified,16904,21,Lost
D01539,2023-09-10,2023-12-26,rep_15,Ecommerce,North America,Pro,Referral,Qualified,19783,107,Lost
D01540,2023-05-01,2023-06-28,rep_18,HealthTech,North America,Enterprise,Outbound,Negotiation,3200,58,Lost
D01541,2023-04-03,2023-05-08,rep_22,EdTech,North America,Pro,Referral,Negotiation,4686,35,Lost
D01542,2023-02-23,2023-05-28,rep_3,SaaS,Europe,Pro,Referral,Demo,29550,94,Won
D01543,2023-08-22,2023-12-03,rep_8,Ecommerce,APAC,Enterprise,Inbound,Proposal,97415,103,Lost
D01544,2023-03-23,2023-04-15,rep_22,SaaS,India,Enterprise,Partner,Demo,24444,23,Lost
D01545,2023-09-17,2023-10-31,rep_17,SaaS,North America,Enterprise,Inbound,Closed,64265,44,Lost
D01546,2023-05-26,2023-07-16,rep_3,EdTech,Europe,Core,Referral,Negotiation,6470,51,Lost
D01547,2023-08-18,2023-10-13,rep_15,EdTech,India,Core,Inbound,Closed,6417,56,Lost
D01548,2024-01-04,2024-03-31,rep_18,HealthTech,India,Enterprise,Referral,Negotiation,16108,87,Lost
D01549,2024-01-03,2024-04-27,rep_16,FinTech,APAC,Enterprise,Inbound,Demo,87648,115,Won
D01550,2023-07-24,2023-10-21,rep_1,EdTech,India,Pro,Partner,Proposal,7121,89,Won
D01551,2023-12-18,2024-02-21,rep_18,HealthTech,APAC,Pro,Partner,Proposal,2250,65,Lost
D01552,2023-05-09,2023-06-08,rep_5,EdTech,APAC,Core,Outbound,Demo,15547,30,Lost
D01553,2023-11-21,2023-12-15,rep_18,SaaS,North America,Pro,Referral,Demo,6719,24,Lost
D01554,2023-03-26,2023-05-05,rep_24,Ecommerce,Europe,Pro,Referral,Proposal,44458,40,Won
D01555,2023-03-27,2023-06-15,rep_20,EdTech,North America,Core,Inbound,Closed,11631,80,Won
D01556,2023-10-14,2024-01-19,rep_13,SaaS,APAC,Core,Partner,Proposal,84177,97,Won
D01557,2024-01-23,2024-04-01,rep_10,SaaS,North America,Enterprise,Inbound,Demo,4353,69,Lost
D01558,2024-03-02,2024-03-23,rep_17,EdTech,Europe,Pro,Inbound,Demo,6907,21,Lost
D01559,2023-02-14,2023-06-08,rep_15,FinTech,APAC,Pro,Outbound,Proposal,13039,114,Won
D01560,2023-02-24,2023-03-30,rep_24,SaaS,North America,Core,Referral,Negotiation,18147,34,Lost
D01561,2023-08-18,2023-12-11,rep_10,FinTech,North America,Pro,Outbound,Qualified,2131,115,Won
D01562,2023-08-22,2023-10-17,rep_18,FinTech,Europe,Pro,Inbound,Negotiation,97559,56,Lost
D01563,2023-05-20,2023-07-12,rep_6,HealthTech,APAC,Enterprise,Referral,Negotiation,16630,53,Won
D01564,2023-08-02,2023-08-16,rep_15,EdTech,APAC,Core,Outbound,Closed,16297,14,Lost
D01565,2023-09-10,2023-12-16,rep_24,SaaS,India,Pro,Partner,Proposal,56649,97,Won
D01566,2024-02-08,2024-05-16,rep_20,FinTech,North America,Enterprise,Referral,Proposal,4359,98,Lost
D01567,2023-06-20,2023-06-30,rep_12,HealthTech,Europe,Core,Outbound,Proposal,2051,10,Won
D01568,2023-03-09,2023-06-06,rep_1,EdTech,APAC,Pro,Inbound,Demo,2948,89,Lost
D01569,2023-09-25,2023-10-28,rep_10,EdTech,APAC,Enterprise,Referral,Qualified,43874,33,Lost
D01570,2023-07-17,2023-10-07,rep_14,Ecommerce,India,Enterprise,Partner,Demo,16038,82,Lost
D01571,2023-11-26,2024-01-24,rep_12,EdTech,Europe,Core,Outbound,Demo,68010,59,Won
D01572,2024-02-17,2024-06-07,rep_5,HealthTech,Europe,Enterprise,Inbound,Qualified,6451,111,Won
D01573,2023-11-17,2024-01-02,rep_8,Ecommerce,APAC,Pro,Outbound,Closed,2483,46,Lost
D01574,2023-04-15,2023-07-22,rep_13,SaaS,North America,Enterprise,Referral,Negotiation,4826,98,Lost
D01575,2023-04-01,2023-07-17,rep_24,EdTech,APAC,Pro,Outbound,Proposal,15865,107,Won
D01576,2023-07-14,2023-08-09,rep_17,Ecommerce,India,Enterprise,Outbound,Qualified,38670,26,Lost
D01577,2024-01-09,2024-01-29,rep_6,FinTech,India,Enterprise,Outbound,Negotiation,6500,20,Won
D01578,2023-04-12,2023-06-14,rep_6,FinTech,APAC,Core,Outbound,Closed,93988,63,Lost
D01579,2023-03-21,2023-06-09,rep_24,Ecommerce,APAC,Enterprise,Inbound,Qualified,7036,80,Lost
D01580,2023-11-24,2024-01-08,rep_21,EdTech,Europe,Enterprise,Outbound,Proposal,6510,45,Won
D01581,2023-06-13,2023-08-30,rep_24,Ecommerce,Europe,Core,Referral,Negotiation,14846,78,Lost
D01582,2023-05-29,2023-07-06,rep_25,Ecommerce,North America,Core,Referral,Closed,13449,38,Lost
D01583,2023-11-06,2024-02-26,rep_6,Ecommerce,North America,Core,Inbound,Closed,6769,112,Lost
D01584,2023-06-19,2023-07-27,rep_7,Ecommerce,APAC,Core,Outbound,Qualified,15676,38,Lost
D01585,2023-03-08,2023-04-03,rep_24,FinTech,Europe,Core,Inbound,Negotiation,9614,26,Won
D01586,2023-01-23,2023-03-04,rep_17,SaaS,India,Pro,Outbound,Closed,81027,40,Lost
D01587,2023-12-21,2024-03-31,rep_8,SaaS,India,Core,Inbound,Demo,18933,101,Lost
D01588,2023-04-14,2023-04-23,rep_19,SaaS,APAC,Core,Referral,Qualified,70836,9,Won
D01589,2023-02-04,2023-03-27,rep_25,HealthTech,Europe,Enterprise,Partner,Qualified,3335,51,Lost
D01590,2023-12-06,2023-12-16,rep_7,FinTech,Europe,Core,Referral,Closed,56331,10,Won
D01591,2023-08-29,2023-09-15,rep_5,Ecommerce,North America,Enterprise,Outbound,Qualified,32180,17,Won
D01592,2024-01-10,2024-02-05,rep_25,HealthTech,North America,Core,Inbound,Negotiation,9934,26,Won
D01593,2023-03-01,2023-03-22,rep_20,FinTech,India,Core,Partner,Qualified,2856,21,Won
D01594,2023-12-05,2024-03-16,rep_2,EdTech,Europe,Pro,Referral,Demo,45945,102,Lost
D01595,2023-06-22,2023-07-25,rep_25,SaaS,North America,Core,Partner,Proposal,79682,33,Lost
D01596,2023-04-01,2023-04-20,rep_5,EdTech,North America,Enterprise,Partner,Closed,71745,19,Won
D01597,2023-03-10,2023-04-05,rep_23,EdTech,APAC,Enterprise,Referral,Demo,22243,26,Lost
D01598,2024-03-05,2024-06-21,rep_20,EdTech,Europe,Enterprise,Referral,Closed,48130,108,Won
D01599,2024-02-26,2024-03-06,rep_7,Ecommerce,APAC,Enterprise,Partner,Proposal,3874,9,Lost
D01600,2023-10-04,2023-11-26,rep_24,HealthTech,North America,Core,Referral,Qualified,11473,53,Won
D01601,2023-01-28,2023-03-30,rep_16,EdTech,North America,Core,Inbound,Closed,7031,61,Won
D01602,2023-08-15,2023-11-22,rep_14,HealthTech,Europe,Core,Partner,Qualified,75862,99,Lost
D01603,2023-09-29,2023-12-28,rep_22,FinTech,Europe,Enterprise,Partner,Demo,13609,90,Lost
D01604,2023-01-17,2023-02-24,rep_19,Ecommerce,APAC,Pro,Partner,Negotiation,18094,38,Won
D01605,2023-11-15,2023-11-30,rep_14,HealthTech,Europe,Pro,Referral,Proposal,19093,15,Won
D01606,2024-03-06,2024-03-26,rep_2,SaaS,North America,Core,Inbound,Qualified,4057,20,Won
D01607,2023-01-20,2023-02-22,rep_13,EdTech,North America,Pro,Outbound,Negotiation,5379,33,Won
D01608,2023-08-05,2023-10-17,rep_15,FinTech,Europe,Enterprise,Inbound,Proposal,32770,73,Won
D01609,2024-03-20,2024-06-27,rep_7,SaaS,North America,Pro,Referral,Qualified,19539,99,Won
D01610,2023-02-22,2023-04-01,rep_10,EdTech,APAC,Pro,Partner,Qualified,7837,38,Won
D01611,2023-04-13,2023-07-31,rep_19,Ecommerce,Europe,Pro,Partner,Qualified,2935,109,Won
D01612,2023-08-17,2023-10-17,rep_4,SaaS,North America,Pro,Outbound,Demo,6883,61,Lost
D01613,2023-12-10,2024-03-28,rep_9,Ecommerce,India,Pro,Outbound,Negotiation,3641,109,Lost
D01614,2023-02-10,2023-04-03,rep_1,FinTech,North America,Pro,Referral,Negotiation,38117,52,Lost
D01615,2023-08-01,2023-10-01,rep_4,FinTech,India,Enterprise,Referral,Qualified,4706,61,Won
D01616,2023-12-08,2024-02-12,rep_19,HealthTech,North America,Enterprise,Partner,Proposal,22575,66,Won
D01617,2023-10-21,2023-10-28,rep_2,EdTech,North America,Enterprise,Partner,Demo,19595,7,Won
D01618,2023-11-28,2024-03-20,rep_21,HealthTech,North America,Core,Referral,Negotiation,99443,113,Lost
D01619,2023-10-30,2024-01-01,rep_4,Ecommerce,India,Core,Outbound,Proposal,99034,63,Lost
D01620,2023-04-21,2023-06-29,rep_8,HealthTech,Europe,Pro,Referral,Proposal,82900,69,Won
D01621,2023-04-04,2023-05-07,rep_19,SaaS,North America,Enterprise,Referral,Proposal,97460,33,Lost
D01622,2024-02-18,2024-02-26,rep_1,HealthTech,India,Core,Referral,Demo,76464,8,Won
D01623,2024-02-24,2024-05-10,rep_22,FinTech,APAC,Core,Inbound,Demo,2865,76,Lost
D01624,2023-05-01,2023-06-24,rep_25,SaaS,India,Core,Inbound,Closed,87234,54,Lost
D01625,2023-02-12,2023-04-16,rep_10,SaaS,North America,Core,Referral,Closed,86014,63,Lost
D01626,2023-05-14,2023-06-28,rep_17,HealthTech,India,Enterprise,Partner,Closed,9970,45,Lost
D01627,2023-08-13,2023-08-21,rep_14,Ecommerce,APAC,Pro,Inbound,Qualified,54013,8,Lost
D01628,2024-02-29,2024-06-22,rep_20,Ecommerce,North America,Enterprise,Inbound,Proposal,3547,114,Won
D01629,2023-03-22,2023-06-02,rep_22,Ecommerce,Europe,Pro,Referral,Closed,7524,72,Lost
D01630,2023-10-24,2024-01-24,rep_19,EdTech,Europe,Enterprise,Inbound,Qualified,18888,92,Lost
D01631,2023-05-13,2023-08-29,rep_2,Ecommerce,Europe,Core,Referral,Negotiation,14938,108,Won
D01632,2023-05-26,2023-08-27,rep_24,Ecommerce,APAC,Core,Referral,Proposal,7660,93,Lost
D01633,2023-10-25,2024-02-11,rep_21,FinTech,India,Enterprise,Partner,Proposal,7395,109,Lost
D01634,2024-03-03,2024-05-27,rep_1,EdTech,India,Enterprise,Partner,Negotiation,54711,85,Won
D01635,2023-03-19,2023-04-03,rep_5,HealthTech,APAC,Enterprise,Outbound,Negotiation,3252,15,Won
D01636,2024-02-27,2024-05-24,rep_19,HealthTech,APAC,Enterprise,Referral,Closed,6445,87,Won
D01637,2023-09-30,2024-01-04,rep_13,Ecommerce,Europe,Enterprise,Referral,Proposal,7030,96,Lost
D01638,2023-11-05,2024-01-24,rep_3,HealthTech,North America,Enterprise,Outbound,Proposal,2180,80,Won
D01639,2023-07-03,2023-10-02,rep_4,HealthTech,Europe,Pro,Referral,Negotiation,6912,91,Lost
D01640,2023-01-01,2023-02-20,rep_17,FinTech,India,Pro,Inbound,Closed,8717,50,Won
D01641,2023-03-26,2023-05-18,rep_4,SaaS,North America,Pro,Partner,Proposal,4280,53,Lost
D01642,2023-11-29,2023-12-10,rep_14,Ecommerce,North America,Pro,Referral,Closed,7709,11,Lost
D01643,2024-01-18,2024-02-02,rep_19,SaaS,North America,Enterprise,Inbound,Closed,53907,15,Lost
D01644,2024-03-19,2024-05-16,rep_15,EdTech,India,Enterprise,Inbound,Qualified,10383,58,Lost
D01645,2024-02-08,2024-03-14,rep_9,SaaS,India,Enterprise,Outbound,Negotiation,71710,35,Lost
D01646,2023-12-24,2024-03-14,rep_13,SaaS,APAC,Enterprise,Inbound,Closed,17003,81,Won
D01647,2023-06-17,2023-08-06,rep_20,HealthTech,Europe,Core,Referral,Qualified,4568,50,Lost
D01648,2023-07-04,2023-08-11,rep_3,Ecommerce,North America,Pro,Inbound,Qualified,19383,38,Lost
D01649,2023-04-27,2023-08-18,rep_8,Ecommerce,Europe,Core,Partner,Proposal,14469,113,Lost
D01650,2023-06-17,2023-08-10,rep_20,SaaS,APAC,Core,Partner,Qualified,5104,54,Lost
